,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
183,"Aku Pergi",Alika,217709,https://open.spotify.com/track/2Kiut55zKDg8hrF4l9YXlw
184,"Hitam Putih",Fourtwnty,216750,https://open.spotify.com/track/0O6g2QFUhuLqRzGqhyzrIu
185,"Party Girl (Remix)",StaySolidRocky,214616,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
186,You,Ten2Five,214484,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA
187,ROXANNE,"Arizona Zervas",214336,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
188,"Bukan Cinta Biasa","Dato' Sri Siti Nurhaliza",214285,https://open.spotify.com/track/4arXMX7u6GSz4EJG92db1F
189,"Kasih Putih","Glenn Fredly",214268,https://open.spotify.com/track/3Qiv7UhkqYeBExD6gZ1m3k
190,Lily,"Alan Walker",213952,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN
191,"thank u, next","Ariana Grande",213375,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
192,"Dekat Di Hati",RAN,212822,https://open.spotify.com/track/0owU9W5gPsJEcwAmMjzomy
193,"bad guy","Billie Eilish",212797,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
194,시작,Gaho,211121,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP
195,"Dengan Caraku","Arsy Widianto",209351,https://open.spotify.com/track/6zZMfagNj5Nr8rSdJ9KLqq
196,"Black Swan",BTS,208416,https://open.spotify.com/track/3bkkMZEAhx7rTVz1C0itRQ
197,"Can't Take My Eyes Off You","Joseph Vincent",208345,https://open.spotify.com/track/4mf6HE25CkxeezcdWyfUGO
198,"Menghapus Jejakmu","Bunga Citra Lestari",207346,https://open.spotify.com/track/5m411qSXF2OsxZe8KcnqIs
199,"Too Good At Goodbyes","Sam Smith",205664,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
200,Pamit,Tulus,204468,https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6
