,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
125,"Ostia Lido",J-AX,408403,https://open.spotify.com/track/5yhIKv3jX8K7jcMjN8wmO0
126,"Margarita (con Marracash)",Elodie,406920,https://open.spotify.com/track/6KfwIpX0Xo0lelmuUOnyZV
127,"CRUDELIA - I nervi",Marracash,406421,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
128,"Mama Africa",Bracket,405645,https://open.spotify.com/track/5fobKrmWA5owgI5u8EcXSs
129,"Jerusalema (feat. Nomcebo Zikode)","Master KG",405043,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
130,"ANSIA NO","FSK SATELLITE",404822,https://open.spotify.com/track/2yuYI5NFhevxa05se7Qht9
131,"Come & Go (with Marshmello)","Juice WRLD",404528,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
132,"Oh Cacchio","Leon Faun",401059,https://open.spotify.com/track/10y452DRiLSzDQAcX2Ek2j
133,"Senz E Me",Geolier,397490,https://open.spotify.com/track/35tcdhST5fj8WlVleES9Dy
134,"Per Un Milione",Boomdabash,397191,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
135,"Don't Start Now","Dua Lipa",392790,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
136,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",392067,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
137,"25 Ore","Guè Pequeno",389653,https://open.spotify.com/track/1ruZbQWPlMb8TPYfY0Yky5
138,"Il Passo (feat. Samurai Jay)",MamboLosco,385832,https://open.spotify.com/track/79ynIT17SYV6UO76bkVLqC
139,"Dilemme (with tha Supreme & Mara Sattei)","Lous and The Yakuza",385404,https://open.spotify.com/track/1Whf2ZaesM1gXlU0z3Fslt
140,"MALA SANTA","Becky G",383516,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
141,U2,Ernia,380954,https://open.spotify.com/track/4gEoAHojf8v3gMpoPI3iT6
142,"Guapo (feat.Geolier)","Anna Tatangelo",376969,https://open.spotify.com/track/5nkCfnvuRmqXofZLfJcbXa
143,"Cracovia, Pt. 3","Il Tre",376114,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
144,"BRAVI A CADERE - I polmoni",Marracash,373433,https://open.spotify.com/track/3me7fQdjgO8NHscb3xPaBa
145,"SICKO MODE","Travis Scott",373226,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
146,"AMIRI BOYS (feat. Capo Plaza)","Dark Polo Gang",365575,https://open.spotify.com/track/336EcNskIVcF8deRT8m1zY
147,Playa,"Baby K",364004,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
148,"Pensavo Di Ucciderti (feat. Luchè)",Ernia,363870,https://open.spotify.com/track/1jlpu4J5gBLoeXWeQ2IxID
149,Nera,Irama,362547,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
150,"MeryXSempre (feat. Shiva)",Ernia,353202,https://open.spotify.com/track/4n5omnB5GcKuHhkVZWv1Ih
151,"THE SCOTTS","THE SCOTTS",351542,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
152,"Fuoriluogo (feat. Madame)",Ernia,350750,https://open.spotify.com/track/1LElRnF04TONfEaO4R2wqO
153,"Stu core t'apparten","Rocco Hunt",350003,https://open.spotify.com/track/3nhAgjyrfUUCNDMZHx6LCa
154,Riccione,Thegiornalisti,348851,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4
155,"Fuego Del Calor (feat. Ozuna & Tyga)","Scott Storch",340190,https://open.spotify.com/track/2ZSHH750nQpUVHjoe3iu2U
156,Falling,"Trevor Daniel",339393,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
157,"Giacomo (feat. Young Rame)","Guè Pequeno",339244,https://open.spotify.com/track/0rDQTy0qtyYjrLiuZpHkSB
158,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,337539,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
159,"HIGHEST IN THE ROOM","Travis Scott",336285,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
160,ilomilo,"Billie Eilish",335626,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD
161,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,331938,https://open.spotify.com/track/6XPYGFacwZAtmoSVi9m4eT
162,"Manhattan - feat. Wildbandana",Tedua,331178,https://open.spotify.com/track/1ZfOO2GXFZCNJqZFwsiKRL
163,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,329761,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
164,"Stanza 106","Guè Pequeno",326773,https://open.spotify.com/track/7iCcmA8ZMoVMg1qWRZ6i9m
165,"SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno",Ketama126,322506,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
166,"Polo nord - C+N Progressive Mix","Massimo Pericolo",321697,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
167,Viceversa,"Francesco Gabbani",320979,https://open.spotify.com/track/04ldF8QeASSyJLMtZJJfqA
168,"Amore e Capoeira","Takagi & Ketra",320232,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
169,"La follia non ha età","Leon Faun",319555,https://open.spotify.com/track/2xPsD1a7vKqDh7FrSTqwn2
170,"Marymango (feat. tha Supreme)",Ghali,317119,https://open.spotify.com/track/1ociMpeDbQ9iSXNUNTIfLV
171,"Someone You Loved","Lewis Capaldi",316266,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
172,"RITMO (Bad Boys For Life)","Black Eyed Peas",315911,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
173,"Before You Go","Lewis Capaldi",315210,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
174,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,314868,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
175,"El Party","Jake La Furia",312367,https://open.spotify.com/track/19LRRuiMQ8a9jhqSf8jVip
176,"Colori – feat. Rkomi, Lita",Tedua,310416,https://open.spotify.com/track/1FYMHrbdJxiiF4ur4ZrJy2
177,"È sempre bello",Coez,310199,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
178,"Non Avere Paura","Tommaso Paradiso",309199,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
179,"L'Amico Degli Amici","Guè Pequeno",308767,https://open.spotify.com/track/2DWWryldbheGCKBPnbEPsX
180,"Moonlight Popolare (feat. Massimo Pericolo)",Mahmood,308051,https://open.spotify.com/track/2BM0FMNnZCkCMNMqHmKlpJ
181,"Va Così (feat. Dark Polo Gang)",MamboLosco,307515,https://open.spotify.com/track/4gY6YBQHczamMIktBcqh4U
182,"Vengo dalla strada",Jamil,306643,https://open.spotify.com/track/1H8fqAUsEVcOARJVNcY3yA
183,"Ma lo vuoi capire?","Tommaso Paradiso",305785,https://open.spotify.com/track/4Veqf07wBQY58QVqNGA1M7
184,Forte,MamboLosco,305417,https://open.spotify.com/track/357VWKdJBRbzi3xEpOSwEk
185,"Sultant' a mia","Rocco Hunt",305229,https://open.spotify.com/track/0oa20Wmd4liIjOKS4y5TKB
186,"PAROLA - feat. Lazza, Emis Killa",Giaime,304519,https://open.spotify.com/track/4XxQOwmNM0DF3bKafSJBNw
187,"Blueberry Faygo","Lil Mosey",302052,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
188,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,300483,https://open.spotify.com/track/7srDOLMwjMC07Dzs7mqCnv
189,"Ti Ricordi?","Guè Pequeno",299577,https://open.spotify.com/track/7KIrVVRQlwoQSpAkCZxUOq
190,"Fai rumore",Diodato,298225,https://open.spotify.com/track/5fQdJRMCHmIlYRC7s3y5GR
191,Señorita,"Shawn Mendes",297724,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
192,Caramella,"Ivan Granatino",296177,https://open.spotify.com/track/0hNu8RcF9PpiuUqi70rVH8
193,"Il tuo profumo","Fred De Palma",295703,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
194,"Non è vero","The Kolors",294281,https://open.spotify.com/track/5cwzr9JH9xT5SeO16rMjQM
195,"Tutto Questo Sei Tu",Ultimo,293721,https://open.spotify.com/track/2JbPEAf12Ju2CxSIoZC89d
196,Relación,Sech,292782,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
197,"PUSSY (feat. Lazza & Salmo)","Dark Polo Gang",292340,https://open.spotify.com/track/7MhzmWFJYSEsL8wK7hufaC
198,"Allora ciao",Shade,290880,https://open.spotify.com/track/5mtMuoCiBExgzH8SOdXyNB
199,Rozzi,Paky,286922,https://open.spotify.com/track/3Y00k9cPoW8BnJesUEFoWn
200,"Che Poi","Carl Brave",286585,https://open.spotify.com/track/55BfNKdOeu77gxPB0UGnAw
