,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
122,"Stuck with U (with Justin Bieber)","Ariana Grande",683997,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
123,Amoreco,"Simone & Simaria",679153,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0
124,"The Box","Roddy Ricch",678299,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
125,"Meu talismã",IZA,674225,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX
126,"Gaiola É o Troco","MC Du Black",673697,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
127,"Xereca de Mel","Shevchenko e Elloco",669217,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw
128,"Intenção - Ao Vivo","Marília Mendonça",668298,https://open.spotify.com/track/1qy7aOHnfnOMJoT1fhoLYG
129,"Combatchy (feat. MC Rebecca)",Anitta,664763,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
130,"Muito Cedo","Turma do Pagode",663469,https://open.spotify.com/track/7N0Py2msno86enR6JPNlpV
131,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",660728,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
132,"Breaking Me",Topic,658729,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
133,"Poesia Acústica #2: Sobre Nós",Delacruz,656472,https://open.spotify.com/track/6HaTYIUKd8SzdvGOfutBRD
134,Tusa,"KAROL G",655642,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
135,"Some que ele vem atrás",Anitta,653511,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
136,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",651558,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
137,"Adore You","Harry Styles",650777,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
138,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",649240,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
139,Complicado,Vitão,645539,https://open.spotify.com/track/6toDZSoqG5QUitFsoxavRy
140,"On & On",Alok,645130,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat
141,"Pontos de Exclamação - Vintage Culture & Future Class Remix","Jovem Dionisio",645125,https://open.spotify.com/track/25usEf5iGk9HL0LM9VTxue
142,Chupadinha,"Os Barões Da Pisadinha",642249,https://open.spotify.com/track/0BVRi6cizWdDrLRmKI0qsw
143,"Chama Ela (feat. Pedro Sampaio)",Lexa,633177,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
144,"Mlks de Sp","Recayd Mob",633032,https://open.spotify.com/track/2cWCwWJTozhsGxmvrJJaXn
145,"Rave de Favela (feat. BEAM)","Major Lazer",631913,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
146,Memories,"Maroon 5",630139,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
147,"Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix",Dayvi,630092,https://open.spotify.com/track/7M6D0ACikinC39ZtuEwMPo
148,"Pode Jogar","MC Kevin o Chris",628101,https://open.spotify.com/track/6YClJMtJDyyJ2iaUf5npyC
149,Believer,"Imagine Dragons",624943,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
150,Cabaré,"Mc Pierre",622037,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D
151,Circles,"Post Malone",618800,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
152,"Tão Linda","Atitude 67",615985,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
153,Perdição,L7NNON,613653,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS
154,"Apaixonadinha - Ao Vivo","Marília Mendonça",610717,https://open.spotify.com/track/0rUL7vUZmCKxB0gS83W3aM
155,"A Casa É Sua","Casa Worship",602416,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc
156,Cobaia,"Lauana Prado",601371,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
157,"Sei Lá",Projota,595577,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
158,"Tudo de bom",Pk,594259,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7
159,"Hit Contagiante","Felipe Original",593194,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
160,"Sou Vitorioso","Mc Lele JP",589644,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD
161,"Cabeça Voando","Os Barões Da Pisadinha",589081,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol
