,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
171,"Something Just Like This","The Chainsmokers",164911,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
172,Samjhawan,"Jawad Ahmad",164599,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq
173,Supalonely,BENEE,163706,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
174,"Chal Bombay",DIVINE,163353,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
175,"Enna Sona","A.R. Rahman",163048,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO
176,"Tareefan - Original","Chdry Saqib",162850,https://open.spotify.com/track/6fTEiqvwttauVDmDmDwD2T
177,Loca,"Yo Yo Honey Singh",162666,https://open.spotify.com/track/10Hks1iBOnKIIhouOI4rrk
178,"Tera Ghata","Gajendra Verma",161836,https://open.spotify.com/track/0JBhoxPKHJc1ZeJrjSt0VO
179,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",161654,https://open.spotify.com/track/4XyKoSEWrkQjI4AekJYWNx
180,"Naina Da Kya Kasoor","Amit Trivedi",161238,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr
181,"Say So","Doja Cat",160969,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
182,Righteous,"Juice WRLD",160469,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
183,Conversations,"Juice WRLD",159101,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
184,"Dooriyan (feat. Kaprila)","Dino James",158591,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6
185,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",Vishal,158556,https://open.spotify.com/track/0z9lOAVgQT5bysEKZ6Wwbk
186,"Gaddi Pichhe Naa","Khan Bhaini",158502,https://open.spotify.com/track/0KMxACWz7WJYy9wj7YVKKr
187,Wolves,"Selena Gomez",158236,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
188,Hawayein,Pritam,157654,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD
189,"Tod Da E Dil","Ammy Virk",157547,https://open.spotify.com/track/1WTwFMVRQvkx9fRpCKNrJ9
190,"Lucid Dreams","Juice WRLD",157190,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
191,"If the World Was Ending - feat. Julia Michaels","JP Saxe",156792,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
192,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",156438,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
193,"Treat You Better","Shawn Mendes",156154,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
194,"Channa Mereya",Pritam,156031,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM
195,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",154638,https://open.spotify.com/track/2a6vHSWc5vuPJrypTjCfRx
196,"Eastside (with Halsey & Khalid)","benny blanco",154354,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
197,"Soch Na Sake","Amaal Mallik",154246,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE
198,"Kill This Love",BLACKPINK,154160,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
199,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",153724,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
200,"Alone, Pt. II","Alan Walker",152472,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
