,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
154,"Kill This Love",BLACKPINK,16198,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
155,27,Feduk,16176,https://open.spotify.com/track/1SccjD8RvJ6vegZLFdgy5a
156,МАМБЛ,GONE.Fludd,16167,https://open.spotify.com/track/5TbKToiT50feBmxvUVBFQ8
157,"I Got Love","MiyaGi & Endspiel",16097,https://open.spotify.com/track/5rwsJbBNa8SfPW4oFA1GjP
158,"Каждый день","lil krystalll",16094,https://open.spotify.com/track/4ksCJaES0jcZYR135b2uOe
159,Контрольный,"Max Korzh",16076,https://open.spotify.com/track/01YXdW54ueMc1ZgleIrQlL
160,WANNABE,ITZY,16044,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
161,"Stuck with U (with Justin Bieber)","Ariana Grande",15959,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
162,Hokage,"Big Baby Tape",15941,https://open.spotify.com/track/1sPiVQ1bYTfSp75gBJD3EX
163,"Jocelyn Flores",XXXTENTACION,15913,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
164,Balenciaga,FILV,15904,https://open.spotify.com/track/3ikPLzwjrUqL5NwrRkASp7
165,"Godzilla (feat. Juice WRLD)",Eminem,15880,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
166,"7 rings","Ariana Grande",15807,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
167,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,15713,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
168,"Who (feat. BTS)",Lauv,15580,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k
169,Серпантин,ATL,15454,https://open.spotify.com/track/2tr5tGBAbhha0HA36rXdCu
170,"ВКУС ЯДА (feat. IROH)",GONE.Fludd,15438,https://open.spotify.com/track/4k7uTO1xSxztkcMpKUZBWy
171,GOOBA,6ix9ine,15357,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
172,Hypnodancer,"Little Big",15307,https://open.spotify.com/track/7wnmLScYurZbketCXxyWBw
173,Utopia,"Miyagi & Andy Panda",15160,https://open.spotify.com/track/5zw8Qza3Jm3zubLX1iaK2Q
174,Иуда,Husky,15128,https://open.spotify.com/track/1YP4unEiWaLBmrPnmHTANH
175,"We are Bulletproof : the Eternal",BTS,15108,https://open.spotify.com/track/44WLOqH7QayQOQdeUHeKUK
176,"After Party","Don Toliver",15103,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
177,"Город под подошвой",Oxxxymiron,14976,https://open.spotify.com/track/5EhUWvS01AgP6lhWjcAv48
178,Животные,Scriptonite,14962,https://open.spotify.com/track/3a7g2znpwe4DUEAsZXkWHw
179,"Кукла колдуна","Korol i Shut",14943,https://open.spotify.com/track/2DYzsMQpO7xOw7b3JwyIWP
180,"Мне пох","Klava Koka",14927,https://open.spotify.com/track/6XpisKisbZrq35zOip1IK0
181,"lovely (with Khalid)","Billie Eilish",14925,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
182,"Не Киряй",MUKKA,14920,https://open.spotify.com/track/5CQiQFD9ww43uBhi0l56t2
183,Улети,T-Fest,14871,https://open.spotify.com/track/3BnMwtFr961gmt2ybIFTDH
184,чайлдфри,"Noize MC",14862,https://open.spotify.com/track/4wfurYo0toYwxVHZUw6oBw
185,"Меня не будет",ANIKV,14821,https://open.spotify.com/track/2MdloxY70RQRuhtfXIzdWJ
186,"X2 - Prod. Gredy","Boulevard Depo",14820,https://open.spotify.com/track/4qF2Wsc0dio6IoKzpvChCg
187,"Chicago Freestyle (feat. Giveon)",Drake,14594,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
188,Phantom,Markul,14531,https://open.spotify.com/track/4Wpmy2R5313I1wKRBdnbWs
189,"Ни много ни мало - Prod. Blacksurfer","Boulevard Depo",14511,https://open.spotify.com/track/7M38mo0NK09Pgx2mfl8rna
190,"Fly 2",Zivert,14486,https://open.spotify.com/track/6xLWis6jh0Qbh8cEBeaViI
191,"MORE & MORE",TWICE,14478,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
192,"The Hills","The Weeknd",14472,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
193,"Бэнтли, Бенз и Бумер",Платина,14423,https://open.spotify.com/track/2VmUbfO8dJOT9LqyzuRoNJ
194,"Someone You Loved","Lewis Capaldi",13970,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
195,"Air Force 1","lil krystalll",13937,https://open.spotify.com/track/0FteOiRhT8thk8drmF0Te4
196,"NBA (Не мешай)",RSAC,13906,https://open.spotify.com/track/2LAs8ikwqxNmAIn2F5qPEr
197,"Star Shopping","Lil Peep",13885,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
198,"Где нас нет",Oxxxymiron,13856,https://open.spotify.com/track/3lE8RY6yZoGqqJeZS06u6J
199,"Rozovoye Vino",Eldzhey,13754,https://open.spotify.com/track/4LDcQ9sLkKCie4XcKaEwJD
200,"Deep End",kizaru,13749,https://open.spotify.com/track/0C2YeGXjCRdZ8aXpcsuNQz
