,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
102,"Otro Trago - Remix",Sech,12628,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
103,Keii,"Anuel AA",12511,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
104,Negro,"J Balvin",12432,https://open.spotify.com/track/2hsA9YWuF3C9Gosi4dpjJN
105,"Say So","Doja Cat",12317,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
106,"11 PM",Maluma,12248,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
107,"La Jeepeta","Nio Garcia",12204,https://open.spotify.com/track/4RaWbMItxVbuUExNkFsITP
108,Desconocidos,"Mau y Ricky",12137,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
109,Mejor,Dalex,12129,https://open.spotify.com/track/6C1jKbkCUgFws7M0M4oGCB
110,"Savage Love (Laxed - Siren Beat)","Jawsh 685",12061,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
111,Bellaquita,Dalex,11989,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
112,"Una Vez","Bad Bunny",11970,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
113,"ily (i love you baby) (feat. Emilee)","Surf Mesa",11932,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
114,Blanco,"J Balvin",11882,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
115,"Cuerpo en Venta",Noriel,11800,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
116,"Whine Up","Nicky Jam",11777,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
117,MAMACITA,"Black Eyed Peas",11756,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
118,"La Cama - Remix",Lunay,11747,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
119,"La Difícil",Camilo,11615,https://open.spotify.com/track/6fNJm8sYmCBbmkKpKgTReA
120,"Rain On Me (with Ariana Grande)","Lady Gaga",11404,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
121,"Someone You Loved","Lewis Capaldi",11382,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
122,Soliá,"Bad Bunny",11184,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw
123,Muévelo,"Nicky Jam",11152,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
124,"Amor Tóxico","Christian Nodal",11047,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22
