,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
124,"you broke me first","Tate McRae",5749,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
125,"Beautiful People (feat. Khalid)","Ed Sheeran",5677,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
126,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",5664,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
127,"Know Your Worth",Khalid,5542,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
128,"Käed üles","Clicherik & Mäx",5532,https://open.spotify.com/track/5gWXaXDxMfiyNDzgR7E6fB
129,Ransom,"Lil Tecca",5511,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
130,"Erootika Pood",5MIINUST,5453,https://open.spotify.com/track/0irG7UHJP2APS0hul5MCat
131,"Past Life (with Selena Gomez)","Trevor Daniel",5435,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
132,Mojito,Smilers,5379,https://open.spotify.com/track/6OXIIVq7DpXMBjMgmpVlY2
133,Vöörad,"372kaspar & Lone Betro",5350,https://open.spotify.com/track/3YFtKQfT03OuLG0qDE52M4
134,Memories,"Maroon 5",5325,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
135,"You & I",Bru-C,5312,https://open.spotify.com/track/0PX9O7QzWYClP6PPuIaomj
136,Riptide,"Vance Joy",5309,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
137,"The Adventures of Moon Man & Slim Shady (with Eminem)","Kid Cudi",5279,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ
138,"lovely (with Khalid)","Billie Eilish",5126,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
139,SAD!,XXXTENTACION,5071,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
140,"Thank You [Not So Bad]",VIZE,5011,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81
141,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",4999,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
142,"Поболело и прошло",HENSY,4999,https://open.spotify.com/track/6PBVlqjvNb26dYZOFKTX51
143,Aegluubis,Reket,4942,https://open.spotify.com/track/6k2vPDzYQ5v2jDdHEwzf11
144,"You're Somebody Else","flora cash",4901,https://open.spotify.com/track/6iWEhoALoBFnQMNVhYY0Sc
145,Physical,"Dua Lipa",4870,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
146,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,4855,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
147,Falling,"Harry Styles",4830,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
148,"Got It On Me","Pop Smoke",4828,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
149,muusikakool,Nublu,4793,https://open.spotify.com/track/7DEirerYkkVLmFX763N8oQ
150,"Desire (with Dimension)","Sub Focus",4780,https://open.spotify.com/track/507UUx311ghfFTMSuHUeyS
151,"Anxiety - Intro","Juice WRLD",4772,https://open.spotify.com/track/0YevRlTDW9tyIwViCyke8Q
152,"Some Say - Felix Jaehn Remix",Nea,4771,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
153,Aitäh,5MIINUST,4758,https://open.spotify.com/track/6YD1hlzPaEAZSrH1z0FmTV
154,"In Your Eyes (feat. Alida)","Robin Schulz",4742,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
155,"All Girls Are The Same","Juice WRLD",4728,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
156,"Higher Love",Kygo,4707,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
157,"Be Happy","Dixie D’Amelio",4667,https://open.spotify.com/track/0egBBvt6cfROuCHP5nBABx
158,"Chicago Freestyle (feat. Giveon)",Drake,4657,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
159,Gaas,"Clicherik & Mäx",4655,https://open.spotify.com/track/6dvM0n14x52DRlXXyIuZhq
160,Shallow,"Lady Gaga",4654,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
161,"I Don't Care (with Justin Bieber)","Ed Sheeran",4608,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
162,"YEAH RIGHT",Joji,4607,https://open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14
163,Liblikad,"Küberünnak & Karmo",4591,https://open.spotify.com/track/70Y8JffIerLj3PJ0U09aIf
164,"OUT WEST (feat. Young Thug)",JACKBOYS,4582,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
165,"Falling Down - Bonus Track","Lil Peep",4562,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
166,"fk this up (feat. CHINCHILLA)",NOËP,4554,https://open.spotify.com/track/5GHXYeXd47gXElQMEcPsvh
167,"when the party's over","Billie Eilish",4551,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
168,Siri,Beatrice,4546,https://open.spotify.com/track/4mGnU11KMs4UsyV6GHaNqY
169,"If the World Was Ending - feat. Julia Michaels","JP Saxe",4500,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
170,"Lights Up","Harry Styles",4499,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
171,YAYA,6ix9ine,4493,https://open.spotify.com/track/6EfBMJQwe2xLgldra6DaYp
172,"rockstar (feat. 21 Savage)","Post Malone",4491,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
173,"Speak Français",Ellis,4466,https://open.spotify.com/track/01wF8pNBnPvDuKEkjdwzcx
174,witchblades,"Lil Peep",4438,https://open.spotify.com/track/1Z8gpnzgTFQKAwmV43iLBB
175,Milka,Jozels,4420,https://open.spotify.com/track/3pkDfJ27jDS9A09eDt4pjx
176,"XO Tour Llif3","Lil Uzi Vert",4414,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
177,"The Less I Know The Better","Tame Impala",4393,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
178,"Midnight (feat. Liam Payne)",Alesso,4335,https://open.spotify.com/track/4ZTTUAjJCd4NMZmIU7RB4c
179,"In My Mind",Dynoro,4330,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
180,"Solar System","Sub Focus",4300,https://open.spotify.com/track/5cRDn5aGMLvWsldoRmOOz0
181,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",4299,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
182,Mõtetes,Pluuto,4274,https://open.spotify.com/track/4DJAZ4h6tXIPII76UnNff1
183,"feel something","Bea Miller",4265,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC
