,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
178,"Ghetto R&b","Thug Slime",19745,https://open.spotify.com/track/5soZoOgMWEbRj359ZCR1eE
179,"M' Ena Sou Vlema","Giorgos Sabanis",19737,https://open.spotify.com/track/0oTfSEFnYxriVPSKkNWEsD
180,Ransom,"Lil Tecca",19601,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
181,Peripoliko,VLOSPA,19409,https://open.spotify.com/track/0tdZOZdDAdVyWanoPdjlaz
182,"Too Deep","Dof Twogee",19277,https://open.spotify.com/track/62k0bXBaJl93DJbBuqHhV8
183,Sientelo,"Sin Boy",19265,https://open.spotify.com/track/72LbDyLOLImnk1YJEDkqfF
184,Kolasi,TOQUEL,19193,https://open.spotify.com/track/13yoLiwo2aUB3Mluf8uVQ0
185,"lovely (with Khalid)","Billie Eilish",19192,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
186,"DEN XERO",iLLEOo,19157,https://open.spotify.com/track/1JD8YCubmanj0mrJUKC6El
187,BOP,DaBaby,19103,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
188,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",19055,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
189,"Ores Mikres","Giorgos Mazonakis",18901,https://open.spotify.com/track/4URIs3gEDgakPiGq8bhe1G
190,Gg,"Sin Boy",18881,https://open.spotify.com/track/37VQSaHNmlcNeRJ9dhNknu
191,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",18799,https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU
192,"In Greece We Trap",Moose,18653,https://open.spotify.com/track/2StcANxwpmrm5JdaFsbg1j
193,"Money In The Grave (Drake ft. Rick Ross)",Drake,18564,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
194,Primo,Light,18505,https://open.spotify.com/track/2sn75JSuPH3cX9jmZ9Fecu
195,Moonlight,XXXTENTACION,18465,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
196,"SHE MINE",Saske,18138,https://open.spotify.com/track/1QhZ83vixC1mB2TGoWBE7N
197,777,TOQUEL,18073,https://open.spotify.com/track/76Ed6NIq5ZxpUKtPsg4DBe
198,"Fighting Demons","Juice WRLD",18030,https://open.spotify.com/track/0jo6Nd4iJU0UFHqS0Xd4l4
199,Toronto,"Dof Twogee",17982,https://open.spotify.com/track/3SFnapsmimLsgSOUo3HG9y
200,"Sunday Best",Surfaces,17847,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
